timestamp,question #,question,A,B,C,correct
4/10/2018 1:04,1,White precipitation that falls from the sky is called what?,Bordeaux,Snow,Henry David Thoreau,B
4/10/2018 1:05,2,"In anatomy, different parts of an organism are often separated by what?",White picket fences,Limousine partitions,Membranes,C
4/10/2018 1:06,3,"In political elections, someone who is currently in office is known as what?",Incumbent,Incubator,Incubus,A
4/10/2018 1:07,5,Which of these materials is most commonly used as a plant fertilizer?,Toothpaste,Glass,Eggshells,C
4/10/2018 1:08,6,What word refers to 128 cubic feet of firewood?,Cord,Course,Corner,A
4/10/2018 1:09,7,A late 19th-century essay introduced the concept of brunch as a way to address what?,Loss of appetite,Lack of funds,Hangover,C
4/10/2018 1:10,9,"When read as a Roman numeral, which president's middle initial has a value of 1000?",James Polk,Dwight Eisenhower,Richard Nixon,C
4/10/2018 1:11,10,"The Lil Wayne hit ""6 Foot 7 Foot"" samples a song prominently featured in which Tim Burton film?",Beetlejuice,Mars Attacks!,Batman,A
4/10/2018 1:12,11,"Which of these is a real title from the ""Mr. Men"" book series?",Mr. Thoughtful,Mr. Nonsense,Mr. No,B
4/10/2018 1:13,12,Which of these bands did NOT play at the inaugural Coachella festival?,Beck,Tool,Radiohead,C
4/10/2018 19:04,1,Which of these is a common circus act?,DJ battle,History lecture,Human cannonball,C
4/10/2018 19:04,2,What character appears on stickers that warn children of poisons?,Mr. Yum,Mr. Yuk,Mr. D. Lishus,B
4/10/2018 19:06,3,What color is in the middle of most three-color traffic lights?,Yellow,Green,Red,A
4/10/2018 19:06,4,What is the official language of Brazil?,Spanish,French,Portuguese,C
4/10/2018 19:07,5,"Which of the following pastas literally translates to ""little ears""?",Rotelle,Ricciolini,Orecchiette,C
4/10/2018 19:08,6,"What are the scientists on ""The Muppet Show"" named for?",Lab equipment,Astronomers,Universities,A
4/10/2018 19:08,7,What shape are the faces of an octahedron?,Trapezoids,Pentagons,Triangles,C
4/10/2018 19:09,8,Which is NOT the name of a Marx Brother?,Zeppo,Gummo,Jocko,C
4/10/2018 19:11,10,Which US state's capital lies at the highest altitude?,Colorado,Wyoming,New Mexico,C
4/10/2018 19:11,11,What did Mr. Potato Head give to C. Everett Koop at a 1980s press event?,Plant,Plaque,Pipe,C
4/10/2018 19:12,12,Which UK country has a NON-mythical national animal?,England,Scotland,Wales,A
4/11/2018 1:04,1,Which of these is the name of an island in Hawaii?,Australia,Iceland,Maui,C
4/11/2018 1:04,2,"In a humorous saying for British nobility, the second-born child is known as the what?",Flair,Cher,Spare,C
4/11/2018 1:05,3,Which of these clothing items is specifically worn to handle cold weather?,Parka,Slip,Culottes,A
4/11/2018 1:06,4,"Thanks to an old process for quick copying, architectural plans are traditionally what color?",Black,Orange,Blue,C
4/11/2018 1:06,5,Which popular game uses a doubling cube?,Bunco,Backgammon,Yahtzee,B
4/11/2018 1:07,6,Which word is spelled the same way in the United States and the United Kingdom?,Television,Center,Humor,A
4/11/2018 1:08,7,"During World War I, what dog breed was widely renamed ""liberty hound"" in the US?",Golden Retriever,English Mastiff,Wiener dog,C
4/11/2018 1:09,8,Which of these is a required exam at Harry Potter's Hogwarts school?,O.W.L.,T.O.A.D.,C.A.T.,A
4/11/2018 1:09,9,The earliest known human writing occurred near what river?,Tigris,Thames,Yangtze,A
4/11/2018 1:10,11,Which pair of nations has units of currency with the same name?,Egypt / Australia,Fiji / Gabon,India / Seychelles,C
4/11/2018 1:11,12,Which has NOT been the name of an Android operating system?,Jelly Bean,Butterscotch,Froyo,B
4/11/2018 20:15,1,What do candles on a birthday cake traditionally represent?,Number of friends,Age,Love of fire,B
4/11/2018 20:15,2,Which of these Georges was a US president?,George Washington,George Jefferson,George Clinton,A
4/11/2018 20:17,3,The biggest lake in the US borders which of these states?,Illinois,Iowa,Wisconsin,C
4/11/2018 20:18,4,What land animal holds the Guinness World Record for the largest mouth?,Hippopotamus,African elephant,Bengal tiger,A
4/11/2018 20:19,5,Where is the largest sawgrass prairie in North America?,Montana,Arkansas,Florida,C
4/11/2018 20:22,9,Which of these is NOT a word in the gene-editing acronym CRISPR?,Palindromic,Repeats,Sequence,C
4/11/2018 20:23,10,Koko the gorilla is famous for doing which of these things?,Knowing her birthday,Meeting a US president,Keeping a pet,C
4/11/2018 20:24,11,"In the original ""Rampage"" arcade game, which monster's face is NOT featured on the title screen?",Gorilla,Lizard,Werewolf,A
4/11/2018 20:25,12,"According to ancient Rome's iconic epic, what hero was hidden inside the Trojan Horse?",Hercules,Ulysses,Achilles,B
4/11/2018 20:27,13,"Which of these synonyms for ""big"" traces its roots to the biggest country on Earth?",Behemoth,Gargantuan,Mammoth,C
4/12/2018 1:05,1,"In a popular saying, ""a picture is worth a thousand"" what?",Photoshop tweaks,Bitcoins,Words,C
4/12/2018 1:06,2,Which of these is one of the five standard human senses?,Touch,Hutch,Smutch,A
4/12/2018 1:07,4,What is the proper name for a maker of barrels?,Cooper,Fletcher,Chandler,A
4/12/2018 1:08,5,Passing a soccer ball through an opponent's legs is known as a what?,Peppercorn,Star anise,Nutmeg,C
4/12/2018 1:09,6,Which of these major cities is NOT a state capital?,Boston,Denver,Detroit,C
4/12/2018 1:10,7,Rockstar Games has produced two video games based on which film franchise?,The Fast and the Furious,Shrek,Austin Powers,C
4/12/2018 1:10,8,The first beta blocker was developed to treat what ailment?,Sinus infection,Chest pain,High blood pressure,B
4/12/2018 1:11,9,"The reality show ""Strange Love"" starred a founding member of what hip-hop act?",Run-DMC,Wu-Tang Clan,Public Enemy,C
4/12/2018 1:12,11,Theo and Noah are the names of what animals gifted to the pope for Christmas 2014?,Donkeys,Platypuses,Ravens,A
4/12/2018 1:14,12,Which of these songs does NOT have the same melody as the other two?,The Alphabet Song,Frère Jacques,Baa Baa Black Sheep,B
4/12/2018 19:04,1,What does the small hand on a clock typically indicate?,Hours,Wolves,Dumplings,A
4/12/2018 19:04,2,What are French fries usually made out of?,Potatoes,Leeks,Lettuce,A
4/12/2018 19:05,3,Which of these is a common breed of cat?,American Shorthair,Border Collie,Great Dane,A
4/12/2018 19:05,4,"In construction, steel rods that are used to reinforce concrete are called what?",Rebars,Rebuses,Rebukes,A
4/12/2018 19:06,5,"By definition, where are people known as Turkmen from?",Turkmenistan,Turks and Caicos Islands,Turkey,A
4/12/2018 19:08,7,"What is the name of the company behind the classic ""Doom"" and ""Quake"" computer games?",Id,Superego,Ego,A
4/12/2018 19:08,8,Which of these US presidents was NEVER impeached?,Richard Nixon,Bill Clinton,Andrew Johnson,A
4/12/2018 19:09,9,Dr. Charles Drew's greatest contribution to medicine was in what area?,Cardiology,Hematology,Osteology,B
4/12/2018 19:10,10,Which of these animals is NOT known to have passed the mirror self-recognition test?,Magpie,Dolphin,Gibbon,C
4/12/2018 19:11,11,Which is both a type of subatomic quark particle and a Motorola smartphone?,Spice,Charm,Up,B
4/13/2018 1:04,1,"According to the old saying, ""actions speak louder than"" what?",Words,Washing machines,Wendy Williams,A
4/13/2018 1:04,2,The author Bram Stoker created what famous vampire in 1897?,Count Dracula,Bitey Perry,Bat Damon,A
4/13/2018 1:05,3,Which of these cinnamons is typically found at the supermarket?,Cinnamon seeds,Cinnamon bricks,Cinnamon sticks,C
4/13/2018 1:05,4,"""Le Monde"" is a daily newspaper based in what capital city?",Rome,Madrid,Paris,C
4/13/2018 1:06,5,Which of these words refers to a part of a bird's stomach that grinds food?,Gizzard,Mizzen,Doozle,A
4/13/2018 1:07,6,What classic game features a piece called a spinner?,Tiddlywinks,Dominoes,Jacks,B
4/13/2018 1:07,7,A famous Emily Dickinson poem compared which of these phenomena to a bee?,Hope,Fame,Joy,B
4/13/2018 1:08,8,"The DARPA project ""FastRunner"" is a robot whose design resembles what speedy animal?",Tiger,Dog,Ostrich,C
4/13/2018 1:09,9,Which of these culinary terms is also the name of an active volcano?,Fra Diavolo,Marsala,Stromboli,C
4/13/2018 1:09,10,Which of these hit '80s songs is NOT by a band whose name is a continent?,Heat of the Moment,Eye of the Tiger,The Final Countdown,B
4/13/2018 1:10,11,Which candy company's name was formed from its founder's name and home city?,Hershey,Haribo,Necco,B
4/13/2018 1:11,12,Which of these '80s films has the greatest age gap between its romantic leads?,Moonstruck,Overboard,Bull Durham,A
4/13/2018 19:04,1,What does a thermometer primarily measure?,Hope,Temperature,Distance,B
4/13/2018 19:04,2,What common term means a prying or interfering person?,Bossybaby,Buzzybiddy,Busybody,C
4/13/2018 19:05,3,"The term ""blog"" is short for what?",Back-linking of guests,Web log,Bluetooth object gate,B
4/13/2018 19:06,4,Which of these animals is a crustacean?,Fiddler crab,Recluse spider,Pilot fish,A
4/13/2018 19:07,6,What is the island containing Haiti and the Dominican Republic called?,Dominica,New Providence,Hispaniola,C
4/13/2018 19:08,7,Which of these is an actual Nobel Prize category?,Chemistry,Engineering,Mathematics,A
4/13/2018 19:09,9,"For the US 50 State Quarters Program, Ohio and North Carolina argued over the rights to a famous what?",Vehicle,Building,Animal,A
4/13/2018 19:10,10,"Including today, how many ""Friday the 13ths"" will occur during 2018?",Two,Four,Six,A
4/13/2018 19:11,11,Which of these is a bone in the human body AND a geometric form?,Ethmoid,Rhomboid,Trapezium,C
4/13/2018 19:12,12,Which of these mountain peaks does NOT get its name from a color?,"Monte Rosa, Switzerland","Pico Turquino, Cuba","Mont Blanc, France",A
4/14/2018 1:06,1,"What playwright wrote ""Macbeth""?",Tommy Wiseau,William Shakespeare,Lin-Manuel Miranda,B
4/14/2018 1:07,2,What device is used to amplify sound?,Micrometer,Microscope,Microphone,C
4/14/2018 1:07,3,What sport usually has higher numbers in the final score than the other two?,Soccer,Football,Basketball,C
4/14/2018 1:08,4,"""The Landlord's Game"" by Elizabeth Magie evolved into what classic board game?",Monopoly,Sorry!,Trouble,A
4/14/2018 1:09,5,What chemical element was observed on the Sun before it was discovered on Earth?,Helium,Hydrogen,Neon,A
4/14/2018 1:10,6,Which Ivy League school is by far the most recently founded?,Cornell,Brown,Dartmouth,A
4/14/2018 1:11,7,What is the literal translation of the pope's Twitter handle?,The Lord's voice,Pope 26,Bridge-builder,C
4/14/2018 1:11,8,Which of these orders of insects has the largest number of species?,Beetles,Cockroaches,Flies,A
4/14/2018 1:13,11,"Which is the INCORRECT pairing of actress to ""Golden Girl""?",Rue / Blanche,Betty / Sophia,Bea / Dorothy,B
4/15/2018 1:06,1,Which of these is one of the four cardinal directions on a compass?,Chicago West,North,NCIS: New Orleans,B
4/15/2018 1:07,2,A popular card game involves telling your opponent to do what?,Get a job,Go fish,Go get me a coffee,B
4/15/2018 1:08,3,"By area, which of these US states is biggest?",Texas,California,Utah,A
4/15/2018 1:08,4,Surviving the Titanic earned Molly Brown what nickname?,Unforgettable,Unsinkable,Unbreakable,B
4/15/2018 1:09,5,Which of the following is NOT made from natural fibers?,Olefin,Rayon,Jute,A
4/15/2018 1:10,6,"In meteorology, okta units measure which of these things?",Wind speed,Barometric pressure,Cloudiness,C
4/15/2018 1:10,7,"Which US federal tax return form is known as the ""short"" one?",Form 1040,Form 1040A,Form 1040EZ,B
4/15/2018 1:11,8,Which of the following countries sets speed limits in miles per hour?,Canada,India,Britain,C
4/15/2018 1:12,9,Which of these enlightenment philosophers also wrote a ridiculously steamy novel?,John Locke,Denis Diderot,René Descartes,B
4/15/2018 1:12,10,A founder of publishing house Simon &amp; Schuster is the parent of a famous what?,Architect,Singer,Athlete,B
4/15/2018 1:13,11,Which of these entrepreneurs has the most followers on Instagram?,Daymond John,Kevin O'Leary,Barbara Corcoran,A
4/15/2018 1:14,12,Which of these singers has an eponymous album title?,Demi Lovato,Carly Rae Jepsen,Selena Gomez,A
4/19/2018 19:03,1,Which of these is a common type of building?,Skyscraper,Sky Ferreira,Skywalker,A
4/19/2018 19:04,2,"Typically, what kind of sauce is on a cheese pizza?",Glue,Tomato,Paint,B
4/19/2018 19:05,3,Which of these words is also a common term in arithmetic?,Discord,Dissolution,Division,C
4/19/2018 19:05,4,Which of these is a real zodiac sign?,Equinox,Taurus,Nova,B
4/19/2018 19:06,5,Which Reese Witherspoon movie has gotten a Broadway musical adaptation?,Election,Walk the Line,Legally Blonde,C
4/19/2018 19:07,7,The name of a facility for mentally ill foes of Batman is taken from a story by what author?,HG Wells,HL Mencken,HP Lovecraft,C
4/19/2018 19:08,8,"A 2017 hack of the ""Harvard Crimson"" front page made fun of what celebrity?",Malia Obama,Mark Zuckerberg,Natalie Portman,B
4/19/2018 19:08,9,Which of these insects is typically the heaviest by far?,Giant weta,Goliath beetle,Rhinoceros cockroach,B
4/19/2018 19:09,10,Which gulf is NOT located at the northern end of the Red Sea?,Aden,Aqaba,Suez,A
4/19/2018 19:10,11,Who was appointed to the US Senate despite being too young to legally serve?,Henry Clay Sr.,Stephen A. Douglas,John C. Calhoun,A
4/20/2018 1:08,1,Soup is typically eaten with what kind of kitchen utensil?,Toothpick,Spoon,Meat thermometer,B
4/20/2018 1:09,2,The Earth is covered in about 70 percent what?,Leather,Water,Frank Ocean,B
4/20/2018 1:10,3,"The warning that police give arrested suspects are known as what ""rights""?",Samantha,Miranda,Charlotte,B
4/20/2018 1:10,4,"In writing, what set of rules regulates the order of words?",Spelling,Arithmetic,Syntax,C
4/20/2018 1:11,6,"Which of these singers referred to himself as ""the Lizard King""?",Gene Simmons,Steven Tyler,Jim Morrison,C
4/20/2018 1:13,7,What is the nickname of the NHL player with the record for most games ever played?,Mr. Goalie,Mr. Hockey,Mr. Invincible,B
4/20/2018 1:13,8,"When referring to cameras, which of these words is part of the acronym DSLR?",Light,Direct,Single,C
4/20/2018 1:14,9,"Before ""This American Life,"" Ira Glass was the co-host of an NPR show based in what city?",Chicago,Boston,New York City,A
4/20/2018 1:14,10,Which of these actors does NOT have their own brand of wine?,Kate Hudson,Anne Hathaway,Drew Barrymore,B
4/20/2018 1:15,11,Which game was created by the same mind behind RoboRally?,Magic: The Gathering,Settlers of Catan,Hearthstone,A
4/20/2018 19:03,1,"According to Kermit the Frog, ""It's not easy being"" what?",Green,Gorgeous,Goth,A
4/20/2018 19:04,2,What is the largest planet in our solar system?,Jupiter,Super Mercury,Mars after a bee sting,A
4/20/2018 19:05,3,What computational device predates pocket calculators by thousands of years?,Desktop computer,Abacus,Slide rule,B
4/20/2018 19:06,4,The tiny country of Liechtenstein borders what two nations?,France / Germany,Austria / Switzerland,Belgium / Netherlands,B
4/20/2018 19:06,5,"What does ""brimstone,"" as mentioned in the Bible, refer to?",Granite,Sulfur,Lava,B
4/20/2018 19:07,6,"Along with California, what state was the first to pass a medical marijuana proposition?",Alaska,Colorado,Arizona,C
4/20/2018 19:07,7,"According to its inventor, the graphics format spelled G-I-F is pronounced how?","""gif""","""jif""","""zhif""",B
4/20/2018 19:09,8,"""Here Comes the Bride"" was written by the composer of which opera?",Don Giovanni,Carmen,Tristan and Isolde,C
4/20/2018 19:09,9,"The ""Back to the Future"" movie trilogy spans how long a period of time?",130 years,60 years,100 years,A
4/20/2018 19:10,10,Which of these dishes would most likely NOT be served at Buckingham Palace?,Bananas Foster,Crepes Suzette,Lobster bisque,C
4/21/2018 1:06,1,Which is a component of most modern computers?,Keyboard,Wind chime,Grease trap,A
4/21/2018 1:07,2,Uprooted thistle plants that are driven about by the wind are known as what?,Fumbleseeds,Tumbleweeds,Stumbletweeds,B
4/21/2018 1:07,3,What internet term is named for a mythical creature?,Noob,Spam,Troll,C
4/21/2018 1:08,4,"Fancy Scotch whisky is often described as ""single"" what?",Match,Malt,Mash,B
4/21/2018 1:08,5,"What does the ""S"" stand for in the government agency TSA?",Screening,Safety,Security,C
4/21/2018 1:09,6,"According to the creator, which of these classic characters is actually NOT a cat?",The Cat in the Hat,Hello Kitty,Felix the Cat,B
4/21/2018 1:09,7,"In what language is ""555"" internet slang for laughter?",Thai,Korean,Chinese,A
4/21/2018 1:10,8,"Which of these actors is famous for the classic movie line ""I'm walkin' here!""?",Robert De Niro,Dustin Hoffman,Al Pacino,B
4/21/2018 1:11,9,The invention known as the Archimedes' screw is typically used for what?,Pumping water,Fastening wood,Preparing meat,A
4/21/2018 1:11,10,In which discipline are you most likely to learn about morphemes?,Nuclear chemistry,Marine biology,Linguistics,C
4/21/2018 1:12,11,"When ranking the seven continents by population, which is in the exact middle?",Europe,South America,North America,C
4/21/2018 1:13,12,"Which show did NOT feature a main cast member who played one of Jerry's girlfriends on ""Seinfeld""?",Friends,Gilmore Girls,Wings,C
4/22/2018 1:03,1,What kind of power do televisions run on?,Electricity,Caffeine,Pure charisma,A
4/22/2018 1:04,2,Which of these awards is given to the NBA's best first-year player?,America's Cup,Independent Spirit Award,Rookie of the Year,C
4/22/2018 1:06,3,Which of these Beatles songs is sung entirely in English?,Norwegian Wood,Across the Universe,Michelle,A
4/22/2018 1:06,4,"Of the following cities, which is farthest west?",Los Angeles,Boise,Reno,C
4/22/2018 1:07,5,What singer shares a name with a bygone empire headquartered in Ghana?,Shakira,Ashanti,Aaliyah,B
4/22/2018 1:08,6,Which of these battles did NOT happen during World War II?,Battle of Verdun,Battle of the Bulge,Battle of Midway,A
4/22/2018 1:08,7,What PBS icon was named an honorary captain of a National Hockey League team?,Mister Rogers,Bob Ross,William F. Buckley Jr.,A
4/22/2018 1:09,8,"The so-called ""Billionaire Boys Club"" of the 1980s got rich quick through what?",Penny stocks,Ponzi schemes,Junk bonds,B
4/22/2018 1:10,9,Which of these nations has NOT produced a secretary-general of the United Nations?,Brazil,Egypt,Sweden,A
4/22/2018 1:11,10,"Where was Richard Nixon speaking when he famously declared, ""I am not a crook""?",Knott's Berry Farm,Disney World,SeaWorld,B
4/23/2018 1:04,1,"""Dirty water dog"" is a New York City nickname for what edible street food?",Spaghetti,Hot dog,Mushroom soup,B
4/23/2018 1:04,2,A house in need of repairs and remodeling is known as what?,Tree-plugger,Fixer-upper,Trash can-lugger,B
4/23/2018 1:05,3,A police officer can search your house without a warrant if they have what cause?,Notable,Probable,Acute,B
4/23/2018 1:06,4,"The tech term ""malware"" combines what word with software?",Malicious,Malfunctioning,Malevolent,A
4/23/2018 1:06,5,"In ""The Silence of the Lambs,"" Hannibal Lecter paired his fava beans with a wine from what country?",France,Italy,Argentina,B
4/23/2018 1:07,6,"Which of these synonyms for ""large"" was coined most recently?",Prodigious,Humongous,Ginormous,B
4/23/2018 1:08,7,"According to the author of ""Harry Potter,"" where is Hogwarts?",Ireland,England,Scotland,C
4/23/2018 1:08,8,Legendary NBA player Larry Bird went on to coach what team?,Boston Celtics,Indiana Pacers,Los Angeles Lakers,B
4/23/2018 1:09,9,Which of these US states' capitals has the fewest residents?,Maryland,Minnesota,Iowa,A
4/23/2018 1:10,10,Which of these rappers is the tallest?,Lil Yachty,Lil Uzi Vert,Lil Wayne,A
4/23/2018 1:11,11,What kind of tax does NOT apply in the regular edition of Monopoly?,Property tax,Poor tax,Income tax,A
4/23/2018 1:12,13,"When the US dollar currency was created, what was its value pegged to?",Price of gold,French franc,Spanish silver dollar,C
4/23/2018 1:13,14,Which of these major ancient cities was located the farthest north?,Carthage,Lutetia,Byzantium,B
4/23/2018 1:13,15,"Which person is NOT mentioned in REM's ""It's the End of the World as We Know It""?",Leonard Cohen,Leonid Brezhnev,Lester Bangs,A
4/23/2018 19:04,1,Which of these sandwiches is often grilled?,Cheese,Knuckle,Earl,A
4/23/2018 19:04,2,What is the term for illegally crossing the street while not at a crosswalk?,Joewalking,Mikewalking,Jaywalking,C
4/23/2018 19:05,3,Which of these is considered an oxymoron?,Jumbo shrimp,Sizzling fajitas,Albino alligator,A
4/23/2018 19:06,4,The camera was first featured in which iPhone model?,iPhone 3GS,iPhone 3G,First generation iPhone,C
4/23/2018 19:06,5,"According to lore, what did the Sphinx ask for before allowing visitors into Thebes?",Offer a gift,Pay a toll,Answer a riddle,C
4/23/2018 19:07,6,"The director of the horror classic ""Scream"" also directed which film?",Mr. Holland's Opus,Music of the Heart,School of Rock,B
4/23/2018 19:08,7,"Which of these is also known as ""the devil's game""?",Blackjack,Roulette,Poker,B
4/23/2018 19:08,8,Which of these US states does NOT have a sales tax?,Ohio,Oklahoma,Oregon,C
4/23/2018 19:09,9,"The concept now known as the ""uncanny valley"" was created by a scientist from what country?",Japan,USA,France,A
4/23/2018 19:10,10,Which state is home to a NASA facility named for the 35th US president?,Texas,Florida,Virginia,B
4/23/2018 19:10,11,"In Psy's viral 2012 song from South Korea, the term ""oppa"" loosely translates to which of these?",Big time,Big brother,Big spender,B
4/23/2018 19:11,12,"In the children's book, which of these foods did ""The Very Hungry Caterpillar"" eat?",Banana,Pizza,Cupcake,C
4/24/2018 1:04,2,A catchy song is sometimes referred to as what?,Hair tarantula,Face-spider,Earworm,C
4/24/2018 1:05,3,"Which of these is another word for ""another word for""?",Zimmerman,Synonym,Cinnamon,B
4/24/2018 1:06,4,The longest side of a right triangle is called the what?,Hypotension,Hypothalamus,Hypotenuse,C
4/24/2018 1:06,5,You would find a cloaca in the digestive system of which of these animals?,Caterpillar,Chameleon,Chimpanzee,B
4/24/2018 1:07,6,Which singer's daughter was once the creative director of French fashion house Chloé?,Steven Tyler,Paul McCartney,David Bowie,B
4/24/2018 1:08,7,Which of these religious movements was founded by a woman?,Jehovah's Witnesses,Christian Science,Rastafari,B
4/24/2018 1:09,8,"Which of these celebrities is NOT mentioned by name in LFO's ""Summer Girls""?",Michael J. Fox,Macaulay Culkin,Vanilla Ice,C
4/24/2018 1:09,9,Which of these countries relies on nuclear power for more than 75 percent of its electricity?,France,Russia,Japan,A
4/24/2018 1:10,10,Charles Darwin was born on the same exact date and year as which president?,Thomas Jefferson,Abraham Lincoln,Theodore Roosevelt,B
4/24/2018 1:11,11,In which of these novels is the first word the same as the title?,Lolita,Frankenstein,Dracula,A
4/24/2018 19:03,1,Author Ian Fleming created what spy code-named 007?,Spyler the Creator,James Bond,Spyin' Gosling,B
4/24/2018 19:04,2,Which of these is typically sold in a bakery?,Muffins,Top hats,Power saws,A
4/24/2018 19:05,3,"Which of these words is a synonym for ""unstable""?",Trickle,Sickle,Fickle,C
4/24/2018 19:05,4,NASA's Curiosity Rover was built to explore the surface of what?,The moon,Jupiter,Mars,C
4/24/2018 19:06,5,The Golden Glove is a US prize given out to top performers in what sport?,Bowling,UFC,Boxing,C
4/24/2018 19:07,6,"""Boss of Me"" by They Might Be Giants was the theme song to what sitcom?",30 Rock,Malcolm in the Middle,The Office,B
4/24/2018 19:07,7,The digastric muscle can be found directly under what body part?,Jaw,Heart,Stomach,A
4/24/2018 19:08,8,"Because he likes the ""lessons,"" what film has the rapper known as Puff Daddy watched at least 63 times?",Scarface,Big,Titanic,A
4/24/2018 19:09,9,"Meat Loaf's album ""Bat Out of Hell"" features songs originally written for a musical about who?",James Dean,Dracula,Peter Pan,C
4/24/2018 19:09,10,Which of these scientists has a common tie knot named in his honor?,Ernest Rutherford,Joseph Priestley,Lord Kelvin,C
4/24/2018 19:10,11,"Which of these words was invented by Jonathan Swift and is a synonym for ""big""?",Brobdingnagian,Lilliputian,Gargantuan,A
4/24/2018 19:11,12,Paul Newman is mentioned in the first line of what novel?,The Hustler,The Outsiders,Get Shorty,B
4/25/2018 1:03,1,Clothes normally go from a washing machine to what other machine?,Fax,Dryer,ATM,B
4/25/2018 1:04,2,Which of these animals is usually the smallest?,Goose,Moose,Bruce Willis,A
4/25/2018 1:05,3,Which of these is a shade of red?,Crimson,Turquoise,Emerald,A
4/25/2018 1:05,4,"By definition, numbers that are less than zero are classified as what?",Imaginary,Negative,Transcendental,B
4/25/2018 1:06,5,What shape best describes the USDA's current diagram of a balanced diet?,Square,Pyramid,Circle,C
4/25/2018 1:07,6,Which state's capital contains the name of the state?,Indiana,Iowa,Maine,A
4/25/2018 1:07,7,Which of these terms refers to the outer region of the Sun's atmosphere?,Tacoma,Corona,Zygoma,B
4/25/2018 1:08,8,Which animal is NOT a species of wild cat?,Rorqual,Oncilla,Margay,A
4/25/2018 1:09,9,"The lead actor in ""Better Call Saul"" starred on what '90s sketch comedy TV series?",Mr. Show,The State,Kids in the Hall,A
4/25/2018 1:09,10,Which of these would a doctor most likely make use of?,Clinopinacoid,Xiphiplastron,Armamentarium,C
4/25/2018 1:10,11,Which US president did NOT win a Nobel Peace Prize?,Woodrow Wilson,Franklin Roosevelt,Teddy Roosevelt,B
4/25/2018 19:04,1,The duration of a pregnancy is usually measured in what?,Laughter,Trimesters,Cups of decaf,B
4/25/2018 19:05,2,Which of these is most likely to cause hair static?,Peeling an orange,Eating too much tuna,Taking off a sweater,C
4/25/2018 19:05,3,Which of these shapes has the most sides?,Hexagon,Pentagon,Rhombus,A
4/25/2018 19:06,4,Which of these would be considered a peccadillo?,Tardiness,Identity theft,Kidnapping,A
4/25/2018 19:06,5,Which of these terms refers to a popular type of wooden board used for decorating?,Shiplap,Boatcull,Craftpanel,A
4/25/2018 19:07,6,The 20th century US Supreme Court Justice Marshall was born with what first name?,Thoroughly,Thergood,Thoroughgood,C
4/25/2018 19:08,7,The game now known as laser tag began as a 1979 toy inspired by what franchise?,Star Trek,The Jetsons,Doctor Who,A
4/25/2018 19:09,9,"In the film version of ""Matilda,"" which Olympic sport did Miss Trunchbull compete in?",Pole vault,Fencing,Javelin,C
4/25/2018 19:10,11,Which of these creatures is NOT represented by a professional Japanese baseball team?,Dragon,Carp,Lizard,C
4/25/2018 19:11,12,Denver's Union Station once banned which of these things?,Whistling,Wearing red,Kissing,C
4/26/2018 1:05,1,Which of these typically stores sweet treats?,Jacuzzi,Cookie jar,Shrimp boat,B
4/26/2018 1:05,2,Which term describes pajamas with initials stitched onto them?,Monogrammed,Monorailed,Monologued,A
4/26/2018 1:07,3,What type of wine is spoiled in a hit '90s song by Alanis Morissette?,Chardonnay,Sherry,Merlot,A
4/26/2018 1:08,5,"By definition, an expert in amanuensis is helpful in what?",Administering shots,Writing letters,Cleaning lab equipment,B
4/26/2018 1:09,6,What music legend's hat stole the show at the 2009 presidential inauguration?,Aretha Franklin,Keith Urban,Pharrell,A
4/26/2018 1:10,7,"The creator of which of these fonts has publicly declared it ""the best font in the world""?",Comic sans,Papyrus,Helvetica,A
4/26/2018 1:11,8,Which of these shows typically features voiceover narration instead of an on-screen host?,Flip or Flop,Fixer Upper,House Hunters,C
4/26/2018 1:11,9,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",Superior,Erie,Ontario,B
4/26/2018 1:13,10,Which of these veteran filmmakers has directed an R-rated movie?,Chris Columbus,Nancy Meyers,JJ Abrams,B
4/26/2018 3:35,2,What is the name of the traditional Japanese art form that combines dancing and theater?,Surfboarding,Kabuki,Pattycake,B
4/26/2018 3:36,3,"What type of grinning animal is famously featured in ""Alice's Adventures in Wonderland""?",Pig,Lizard,Cat,C
4/26/2018 3:36,4,Who lends his name to the machines that typically resurface the ice at skating rinks?,Frank Zamboni,Charles Ponzi,Brian Boitano,A
4/26/2018 3:38,6,Which of these is NOT part of the modern version of the Hippocratic Oath?,Secret-keeping,Respect for physicians,Punctuality,C
4/26/2018 3:39,7,Which of these places named its capital after John the Baptist?,Cuba,Puerto Rico,The Bahamas,B
4/26/2018 3:39,8,"The director of which film appeared in several episodes of ""Degrassi: The Next Generation""?",Clerks,Knocked Up,The Sixth Sense,A
4/26/2018 3:40,9,Which of these words is NOT part of the diving acronym SCUBA?,Apparatus,Contained,Sport,C
4/26/2018 3:40,10,"Which island purportedly inspired the setting for Shakespeare's ""The Tempest""?",Montserrat,Anguilla,Bermuda,C
4/26/2018 3:41,11,"The acclaimed author of ""The Year of Magical Thinking"" has appeared in ads for what fashion brand?",Givenchy,Chanel,Céline,C
4/26/2018 3:43,12,Bob Marley's son performs the theme song for a hit animated TV show about a talking what?,Sponge,Aardvark,Horse,B
4/26/2018 19:04,1,A single piece of clothing that covers the entire body is called what?,Whatsie,Whosie,Onesie,C
