timestamp,question #,question,A,B,C,correct,wrong,tryed_to_solve,right,time,
2/14/2018 20:07,3,Which of these is a tool used for glass blowing?,Swage,Rotary cutter,Punty,C,,NO_TRY,,3.274470806,
2/14/2018 20:08,4,Which of these animals has a species named after Ferdinand Magellan?,Penguin,Otter,Dolphin,A,,,RIGHT,2.206044436,
2/14/2018 20:09,6,Ancient Egyptians shaved their eyebrows when what occurred?,Pharaoh became ill,House cat passed away,Harvest was bountiful,B,,NO_TRY,,1.472378492,
2/14/2018 20:10,7,Which legendary writer used to live with Marlon Brando?,Jack Kerouac,Allen Ginsberg,James Baldwin,C,,,RIGHT,1.436160564,
2/14/2018 20:11,8,Which of these animals does NOT possess chromatophores?,Cuttlefish,Zebrafish,Peacock,C,WRONG,,,1.302675962,
2/15/2018 2:06,1,Which of these U.S. TV shows airs earliest in the day?,Mad Money,Good Morning America,World News Tonight,B,WRONG,,,3.968400002,
2/15/2018 2:06,2,Neil Armstrong was the first person to do what?,Run a 4-minute mile,Walk on the moon,Dunk a basketball,B,,NO_TRY,,2.018129826,
2/15/2018 2:07,3,"Traditionally made with cheese, what Swiss dish means ""melted"" in French?",Meringue,Fondue,Quiche,B,,,RIGHT,1.666913748,
2/15/2018 2:08,4,"Which novel is set in a land named after the Latin word for ""bread""?",The Silver Chair,The Hunger Games,Fahrenheit 451,B,,NO_TRY,,2.025656939,
2/15/2018 2:08,5,During which holiday are the most greeting cards in the U.S. sold?,Christmas,Valentine's Day,Mother's Day,A,,,RIGHT,2.728760242,
2/15/2018 2:10,6,"In ""Pulp Fiction,"" Samuel L. Jackson claims his iconic monologue comes from what book of the Bible?",Ezekiel,Leviticus,Exodus,A,,,RIGHT,2.800064802,
2/15/2018 2:12,9,Which inventor boarded a steamer ship in 1913 and was never seen alive again?,Nikola Tesla,Rudolf Diesel,George Eastman,B,,NO_TRY,,2.062067032,ascociation of words in question with wiki articles
2/15/2018 2:12,10,Which of these famous buildings contains vomitoria?,The Parthenon,Madison Square Garden,Sistine Chapel,B,,NO_TRY,,1.511232376,ascociation of words in question with wiki articles
2/15/2018 2:14,11,What TV acting award has Julia Louis-Dreyfus won the fewest number of times?,Golden Globe,Primetime Emmy,SAG Award,A,WRONG,,,1.529340744,
2/15/2018 20:04,1,Which of these is a common type of salad?,Caesar salad,Cedar salad,Scenic salad,A,,,RIGHT,3.06567812,
2/15/2018 20:05,2,Elephants are known for their sense of what?,Humor,Smell,Style,B,WRONG,,,2.316990137,
2/15/2018 20:06,3,Which of these sports is played with a paddle?,Lacrosse,Pickleball,Handball,B,,,RIGHT,1.461941481,
2/15/2018 20:06,4,Which of these is NOT one of the first Starburst flavors?,Lime,Lemon,Cherry,C,WRONG,,,1.646504402,
2/15/2018 20:07,5,"How is the first name of the lead actor of ""The English Patient"" pronounced?","""Rolf""","""Rafe""","""Ralf""",B,,NO_TRY,,3.294267178,
2/15/2018 20:08,6,"When it comes to clothing, what is peplum?",Shoulder pad,Neck seam,Ruffle,C,,NO_TRY,,3.124200344,
2/15/2018 20:09,7,The wife of which of these writers inspired the title of a popular video game?,Ernest Hemingway,Arthur Miller,F. Scott Fitzgerald,C,,NO_TRY,,2.591647625,
2/15/2018 20:10,8,Which of these is NOT a defunct Yahoo product?,Leap,Buzz,Mash,A,WRONG,,,1.545628786,
2/15/2018 20:11,9,"In the original children's book ""Flat Stanley,"" what falling item flattens Stanley?",Refrigerator,Baby grand piano,Bulletin board,C,,,RIGHT,3.485799789,
2/15/2018 20:12,10,"In a viral photo of Dwayne ""The Rock"" Johnson in a turtleneck, what is his arm leaning on?",Ladder,Pillow,Tissues,C,,NO_TRY,,2.567514658,
2/15/2018 20:13,11,Which U.S. island's municipal bonds are NOT triple tax-exempt?,Culebra,Molokai,Cabras Island,B,,NO_TRY,,1.842175484,
2/15/2018 20:14,12,The Hermès Birkin handbag was born thanks to a random meeting where?,On an airplane,At a museum,In a restaurant,A,,NO_TRY,,2.143654823,
2/16/2018 20:03,1,"In the Mother Goose nursery rhyme, what did Little Miss Muffet sit on?",Whoopee cushion,Tuffet,Blueberry muffin,B,,,RIGHT,2.571660757,
2/16/2018 20:04,2,"According to the Chinese zodiac, 2018 is now officially the Year of the what?",Dog,Surly Neighbor,Careless Whisper,A,,,RIGHT,2.946021318,
2/16/2018 20:05,3,What foliage did Adam and Eve use to cover up?,Maple leaf,Black locust leaf,Fig leaf,C,,,RIGHT,1.666947603,
2/16/2018 20:06,4,Which household device was created by iRobot?,Nest,Robomow,Roomba,C,,,RIGHT,1.523566484,
2/16/2018 20:06,5,The mosaic pavement streets of Rio de Janeiro contain numerous examples of what?,QR codes,Google Doodles,Emoji,A,,NO_TRY,,1.838447094,
2/16/2018 20:07,6,Which of these drinks is often classified into culinary and ceremonial grades?,Yerba mate,Kombucha,Matcha,C,,NO_TRY,,3.561473608,
2/16/2018 20:08,7,Microblading eyebrows essentially consists of doing what?,Drawing them in,Trimming them,Plucking them,A,,NO_TRY,,1.540039301,
2/16/2018 20:09,8,"What rating does Dudley Moore give Bo Derek's character in the film ""10""?",Higher than ten,Lower than ten,Ten,A,,NO_TRY,,2.076283216,
2/16/2018 20:09,9,Which of these toys has NOT been to space?,Etch A Sketch,Slinky,Lego,A,,NO_TRY,,2.367244244,
2/16/2018 20:10,10,Which of these soprano singing ranges has the lowest tessitura?,Soubrette,Coloratura,Dramatic,C,WRONG,,,2.484502554,
2/16/2018 20:11,11,"Before creating Hotmail, the two founders worked together at what company?",Hewlett-Packard,Microsoft,Apple,C,WRONG,,,3.128119946,
2/16/2018 20:12,12,"Which animal is NOT depicted in Rembrandt's ""The Night Watch""?",Mouse,Chicken,Dog,A,WRONG,,,1.627702475,
2/17/2018 2:06,1,What is traditional to wear on St. Patrick's Day?,Fancy gown,The color green,Minions onesie,B,,NO_TRY,,1.50894165,
2/17/2018 2:06,2,Which of these is a national hamburger chain?,Puddchuckers,Huddsuckers,Fuddruckers,C,,,RIGHT,1.418100119,
2/17/2018 2:07,3,Which of these is NOT a pseudonym?,George Eliot,George Orwell,George Saunders,C,WRONG,,,2.903928995,
2/17/2018 2:08,4,"In baseball, ""Mendoza line"" is a nickname for what?",.200 batting average,Rubber on pitching mound,Hard-hit ball,A,,NO_TRY,,2.386613846,
2/17/2018 2:08,5,"The director of ""Lady Bird"" starred in which indie movie?",Room,Frances Ha,Brooklyn,B,,,RIGHT,2.061599493,
2/17/2018 2:09,6,What sport is often played with an item resembling a Buckminsterfullerene molecule?,Badminton,American football,Soccer,C,,,RIGHT,1.584467173,
2/17/2018 2:10,7,Nearly every episode of which TV show is named after a song title?,Glee,Gossip Girl,Grey's Anatomy,C,,NO_TRY,,2.152420759,
2/17/2018 2:11,8,Which is NOT a correct pairing of tablet and tablet maker?,Streak / Toshiba,ATIV / Samsung,Xoom / Motorola,A,,NO_TRY,,3.676574707,
2/17/2018 2:12,9,"Which philosopher directly inspired many of the lyrics on Radiohead's ""OK Computer""?",Friedrich Nietzsche,Adam Smith,Noam Chomsky,C,,,RIGHT,2.178386211,
2/17/2018 2:12,10,Which fitness brand was established first?,NordicTrack,Bowflex,Thighmaster,A,,NO_TRY,,1.637941599,
2/17/2018 2:14,11,Which of these titles is currently held by nobody?,Duke of Windsor,Duke of Kent,Duke of Gloucester,A,,NO_TRY,,1.635598898,
2/18/2018 2:03,1,"In kickball, what are players meant to use to propel the ball onto the field?",Oven mitt,Foot,Stuffed jackalope,B,,,RIGHT,3.379998684,
2/18/2018 2:04,2,"According to the title of a classic horror movie, ""The Hills Have"" what?",Ugly Christmas sweaters,Eyes,So Many Questions,B,,,RIGHT,1.496870756,
2/18/2018 2:05,3,The popular abbreviation TFW usually stands for what?,That Feeling When,"Too Funky, World",The Funniest Week,A,,NO_TRY,,1.380663633,
2/18/2018 2:07,4,A tarantula hawk is a type of what?,Bird,Snake,Wasp,C,,,RIGHT,1.313439608,
2/18/2018 2:07,5,A stylized depiction of the Matterhorn is featured in what corporate logo?,Toblerone,Paramount Pictures,The North Face,A,,,RIGHT,1.427280664,
2/18/2018 2:08,7,Daku is the pseudonym of a street artist known for his work in what city?,New Delhi,Tokyo,London,A,WRONG,,,2.544576645,
2/18/2018 2:09,8,"A controversial 90s episode of ""Oprah"" caused the price of which product to drop?",Diamonds,Soda,Beef,C,,NO_TRY,,2.668040991,
2/18/2018 2:10,9,Which of these terms does NOT refer to a sea slug?,Sea pig,Sea hare,Nudibranch,A,WRONG,,,1.555882215,
2/18/2018 2:12,11,Matt Damon & Ben Affleck appear uncredited in which baseball movie?,Field of Dreams,Moneyball,Fever Pitch,A,,,RIGHT,1.238455057,
2/19/2018 2:05,1,"In the nursery rhyme, Mary had a little what?",Laryngitis,Lamb,Log,B,,,RIGHT,1.61894393,
2/19/2018 2:05,2,Which of these is a common machine used in construction?,Spoonlift,Sporklift,Forklift,C,,,RIGHT,3.237374067,
2/19/2018 2:06,3,Who is considered the father of scientific classification?,Jose Reyes,Carl Linnaeus,Doctor Zaius,B,,,RIGHT,2.660465956,
2/19/2018 2:07,4,Siri made its debut on which iPhone?,iPhone 4,iPhone 5,iPhone 4S,C,WRONG,,,1.626409292,
2/19/2018 2:08,5,Which of these is a poetry term for a stanza with four lines?,Limerick,Haiku,Quatrain,C,,,RIGHT,1.439857721,
2/19/2018 2:09,6,Which band featured a regular didgeridoo player?,Dexys Midnight Runners,Jamiroquai,O.A.R.,B,,,RIGHT,1.356666088,
2/19/2018 2:10,7,Which action star is the creator of an eponymous martial art?,Jackie Chan,Steven Seagal,Chuck Norris,C,WRONG,,,2.402986288,
2/19/2018 2:11,8,Which of these games is typically played using a deck with the fewest cards?,Euchre,Cribbage,Pinochle,A,,,RIGHT,2.88512826,
2/19/2018 2:12,9,The cooking technique now known as tempura originated in which of these places?,Hawaii,South Korea,Portugal,C,,,RIGHT,1.616308928,
2/19/2018 2:13,11,The top prize in architecture is named for the creator of what hotel chain?,Hyatt,Sheraton,Four Seasons,A,,,RIGHT,2.055327177,
2/19/2018 2:16,12,Which company was named after its founder's unusual hairstyle?,Kinko's,Red Robin,Miracle-Gro,A,,NO_TRY,,1.582139969,
2/19/2018 20:03,1,"In a BLT sandwich, the ""T"" stands for what?",Tap water,Tunatini,Tomato,C,,,RIGHT,2.747974634,
2/19/2018 20:04,2,Habitat for Humanity is a charity known for building what?,Luxury yachts,Monster truck courses,Houses,C,,,RIGHT,2.418130398,
2/19/2018 20:05,3,Which of these is a part of the heart?,Aorta,Albedo,Avuncular,A,,,RIGHT,1.597108603,
2/19/2018 20:05,4,"""Go Blue!"" is the rallying cry of what university's sports team?",U of Michigan,Michigan State,Ohio State,A,WRONG,,,1.353075027,
2/19/2018 20:07,5,A famous fossil found in an English cave has what cheesy name?,Stilton Man,Roquefort Man,Cheddar Man,C,,NO_TRY,,1.718258381,
2/19/2018 20:08,6,Which ingredient is typically listed first on jars of classic Nutella?,Hazelnuts,Cocoa,Sugar,C,,,RIGHT,2.551211357,
2/19/2018 20:09,7,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,Lauryn Hill,T-Pain,Dave Chappelle,B,,NO_TRY,,2.297811747,
2/19/2018 20:09,8,Which of these poets' best-known works is a villanelle?,Robert Frost,Dylan Thomas,T.S. Eliot,B,,,RIGHT,1.246109247,
2/19/2018 20:10,9,Which of these states does NOT have an official governor's mansion?,Alaska,Idaho,South Dakota,B,WRONG,,,1.585046053,
2/19/2018 20:12,11,"Jimi Hendrix, Frank Sinatra & Bobby Darin all released songs with what name in the title?",Mary,Joe,Dolly,C,WRONG,,,1.512508154,
2/20/2018 2:05,1,"In theater, what phrase means ""good luck""?",Break a leg,Kick the bucket,Cut a rug,A,,,RIGHT,2.213640213,
2/20/2018 2:06,2,Medicine you can buy without a prescription is said to be available over-the-what?,Counter,Transom,Rainbow,A,,,RIGHT,3.260903835,
2/20/2018 2:07,3,What university's mascot is a cartoonish clergy member?,UC San Diego,Wake Forest,Notre Dame,B,,NO_TRY,,1.563299656,
2/20/2018 2:08,4,"The title of the play ""A Raisin in the Sun"" comes from a poem by which author?",Maya Angelou,Langston Hughes,Toni Morrison,B,,,RIGHT,1.66694355,
2/20/2018 2:08,5,Which of these is an accurate statement about typhoons?,Type of cyclone,Originate as monsoons,Form south of equator,A,,NO_TRY,,1.373874664,
2/20/2018 2:10,7,Cinnamon is the primary flavoring of which liqueur?,Goldschläger,Frangelico,Drambuie,A,,NO_TRY,,3.639487267,
2/20/2018 2:10,8,"Which state's capital is likely named for a Native American word meaning ""good place to dig potatoes""?",Missouri,Kansas,Arkansas,B,,,RIGHT,1.896043301,
2/20/2018 2:11,9,"By definition, a person with bad handwriting can be said to have what?",Paresthesia,Onychocryptosis,Griffonage,C,,NO_TRY,,1.764551163,
2/20/2018 2:12,10,Which of these biblical names was most popular for American babies in 2016?,Benjamin,Jacob,Elijah,A,WRONG,,,2.009024143,
2/20/2018 2:13,11,The Universalis Cosmographia is the first known map to feature what?,The term 'America',Compass rose,Circumnavigable Earth,A,,NO_TRY,,2.220319271,
2/20/2018 20:05,1,From what do baby chicks hatch?,Aluminum cans,Compact cars,Eggs,C,,,RIGHT,3.274427176,
2/20/2018 20:05,2,The opening ceremonies of the Olympics have NOT won which major award?,Tony,Emmy,Grammy,A,,NO_TRY,,1.766580582,
2/20/2018 20:06,3,Which ballroom dance is typically performed in 3/4 time?,Rumba,Waltz,Tango,B,,,RIGHT,1.442965984,
2/20/2018 20:07,4,What animal is traditionally the source of fried calamari?,Squid,Eel,Octopus,A,,,RIGHT,2.96992588,
2/20/2018 20:08,5,What medical device must legally be available at U.S. public gathering places?,Oxygen tank,Defibrillator,EpiPen,B,WRONG,,,3.932836294,
2/20/2018 20:09,6,"A person writing clearly and correctly is often said to be following ""Strunk and"" whom?",White,Follett,Robert,A,,,RIGHT,1.843629837,
2/20/2018 20:09,7,Who did NOT win back-to-back Best Actor Oscars?,James Stewart,Spencer Tracy,Tom Hanks,A,WRONG,,,1.517645121,
2/20/2018 20:10,8,"In the classic edition of Monopoly, which word appears in the name of two different spaces?",Pennsylvania,Pacific,North,A,WRONG,,,1.647120476,
2/20/2018 20:11,9,Which of these past Olympic mascots was an animal?,Izzy,Wenlock,Hodori,C,WRONG,,,3.149911165,
2/20/2018 20:12,10,What Caribbean island was the birthplace of Alexander Hamilton?,St. Kitts,Nevis,Anguilla,B,,,RIGHT,2.269441843,
2/20/2018 20:13,11,Which CEO runs the NASDAQ-listed company with the highest market cap?,Tim Cook,Jeff Bezos,Satya Nadella,A,,NO_TRY,,1.55610323,
2/21/2018 2:13,2,"Which baseball player is NOT mentioned in Billy Joel's ""We Didn't Start the Fire""?",Jackie Robinson,Mickey Mantle,Roy Campanella,A,WRONG,,,1.467474461,
2/21/2018 20:03,1,"In billiards, what color is a standard eight-ball?",Burnt sienna,Millennial pink,Black,C,,,RIGHT,1.810611963,
2/21/2018 20:04,2,Which of these liquids comes from an udder?,Milk,Apple juice,Coffee,A,,,RIGHT,3.797860861,
2/21/2018 20:04,3,"What is the adjectival form of the word ""governor""?",Gavernoric,Gubernatorial,Governorian,B,,NO_TRY,,1.679922819,
2/21/2018 20:05,4,What area of London is synonymous with the city's world-class theater scene?,Chelsea,Knightsbridge,West End,C,,,RIGHT,1.884059906,
2/21/2018 20:06,5,How do you find the reciprocal of a number?,Divide 1 by the number,Square the number,Subtract it from zero,A,,NO_TRY,,1.319319487,
2/21/2018 20:07,6,"Which website did the New York Times call ""the people's National Endowment for the Arts""?",Pinterest,Etsy,Kickstarter,C,,NO_TRY,,2.992426634,
2/21/2018 20:08,7,Which band had a member with the same stage name as a Revolutionary War admiral?,Led Zeppelin,Pink Floyd,The Kinks,A,,NO_TRY,,2.692111731,
2/21/2018 20:08,8,Which writer has NOT held the position now known as U.S. Poet Laureate?,Elizabeth Bishop,Robert Frost,Maya Angelou,C,WRONG,,,1.597045183,
2/21/2018 20:11,9,What was the first video game to call Mario by the name Mario?,Donkey Kong,Wrecking Crew,"Donkey Kong, Jr.",C,WRONG,,,1.613209724,
2/22/2018 15:03,1,What term is used for both a formal set of clothes and a set of playing cards?,Suit,Waistcoat,Tuxedo T-shirt,A,,,RIGHT,1.645268679,
2/22/2018 15:04,2,Which object is usually in a conductor's hand during a performance?,Sleeping ferret,Baton,Box of tissues,B,,,RIGHT,2.807875395,
2/22/2018 15:05,3,"""Chestnut"" and ""button"" are types of which ingredient?",Grape,Carrot,Mushroom,C,WRONG,,,2.472224712,
2/22/2018 15:05,4,What part of the body is damaged if you break your tibia?,Leg,Arm,Scalp,A,,,RIGHT,2.054922819,
2/22/2018 15:06,5,"Which character does Jude Law play in the movie ""King Arthur: Legend of the Sword""?",Vortigern,Uther Pendragon,King Arthur,A,WRONG,,,2.016555309,
2/22/2018 15:07,6,Which monarch laid the foundation stone at Balmoral Castle?,Edward VII,Victoria,William IV,B,,,RIGHT,2.777681828,
2/22/2018 15:08,7,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",Service,Travel,Construction,A,,,RIGHT,2.883315086,
2/22/2018 15:10,8,"In an episode of ""Friends"", what name was Ross supposed to say at his wedding ceremony instead of ""Rachel""?",Julie,Elizabeth,Emily,C,,,RIGHT,1.599241495,
2/22/2018 15:10,9,Which of these animals is NOT a marsupial?,Bandicoot,Groundhog,Opossum,B,WRONG,,,1.476725578,
2/22/2018 15:12,11,Which of these authors was over 50 when his first novel was published?,Richard Adams,J.R.R. Tolkien,Robert Ludlum,A,WRONG,,,2.665180206,
2/22/2018 21:03,1,Armenia and Estonia are former members of which group of countries?,Soviet Union,United States,United Kingdom,A,,,RIGHT,3.972185135,
2/22/2018 21:04,2,How is Jack Dawkins better known in a classic 19th century novel?,BoJack Horseman,Julius Caesar,Artful Dodger,C,,,RIGHT,2.239574909,
2/22/2018 21:05,3,What is the maximum score a player can get in a turn of three darts?,100,250,180,C,WRONG,,,1.518898726,
2/22/2018 21:06,4,With whom did William Hewlett co-found a multi-national IT company?,Bill Gates,David Packard,Steve Jobs,B,,,RIGHT,1.70269227,
2/22/2018 21:06,5,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",Lovestoned,Senorita,Like I Love you,A,,NO_TRY,,2.402818441,
2/22/2018 21:08,6,"In Rome, which of these ingredients is used to flavour ciabatta bread?",Oyster Sauce,Marjoram,Fermented Black Beans,B,,,RIGHT,2.065060616,
2/22/2018 21:08,7,For which of these movies did Meryl Streep NOT win an Oscar?,Out of Africa,Sophie's Choice,The Iron Lady,A,WRONG,,,2.138771296,
2/22/2018 21:09,8,Which of these countries does NOT have the same name as its capital city?,Luxembourg,Djibouti,El Salvador,C,WRONG,,,2.297220469,
